ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,tree_loss_km2,tree_loss_mean_area_wt,tree_loss_mean
United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Morogoro,TZ05,4541.3017578125,0.06475445628166199,0.06475129723548889
